,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date
21319,83084,2021,8,29,0.4,-1.9,0.6,2021-08-29
21320,83084,2021,8,30,0.2,-1.6,3.2,2021-08-30
21321,83084,2021,8,31,5.2,-1.6,,2021-08-31
21322,83084,2021,9,1,9.1,0.1,0.0,2021-09-01
21323,83084,2021,9,2,9.2,5.1,0.0,2021-09-02
21324,83084,2021,9,3,7.4,6.7,6.4,2021-09-03
21325,83084,2021,9,4,4.1,3.0,58.8,2021-09-04
21326,83084,2021,9,5,-0.5,-2.0,10.8,2021-09-05
21327,83084,2021,9,6,3.2,-4.3,8.4,2021-09-06
21328,83084,2021,9,7,5.6,-2.3,2.0,2021-09-07
21329,83084,2021,9,8,7.2,0.5,0.2,2021-09-08
21330,83084,2021,9,9,4.6,-0.3,0.4,2021-09-09
21331,83084,2021,9,10,7.2,1.3,0.6,2021-09-10
21332,83084,2021,9,11,8.9,2.4,0.0,2021-09-11
21333,83084,2021,9,12,-0.4,-0.7,0.0,2021-09-12
21334,83084,2021,9,13,0.5,-4.7,1.8,2021-09-13
21335,83084,2021,9,14,3.5,-6.0,6.8,2021-09-14
21336,83084,2021,9,15,4.4,-3.1,0.6,2021-09-15
21337,83084,2021,9,16,5.4,-0.9,0.4,2021-09-16
21338,83084,2021,9,17,5.5,-0.5,0.2,2021-09-17
21339,83084,2021,9,18,2.0,1.1,62.0,2021-09-18
21340,83084,2021,9,19,1.4,-2.0,0.8,2021-09-19
21341,83084,2021,9,20,-0.5,-2.0,23.2,2021-09-20
21342,83084,2021,9,21,2.0,-6.6,3.4,2021-09-21
21343,83084,2021,9,22,7.5,-3.6,1.2,2021-09-22
21603,83084,2022,6,9,-0.5,-4.5,2.2,2022-06-09
21604,83084,2022,6,10,-0.1,-2.9,1.8,2022-06-10
21605,83084,2022,6,11,-1.2,-5.9,4.0,2022-06-11
21606,83084,2022,6,12,0.0,-4.5,0.0,2022-06-12
21607,83084,2022,6,13,2.6,-4.9,0.6,2022-06-13
21608,83084,2022,6,14,0.5,-3.0,8.0,2022-06-14
21609,83084,2022,6,15,1.1,-4.7,1.2,2022-06-15
21610,83084,2022,6,16,1.8,-1.5,1.8,2022-06-16
21611,83084,2022,6,17,1.1,-0.6,26.0,2022-06-17
21612,83084,2022,6,18,4.3,-2.7,1.4,2022-06-18
21613,83084,2022,6,19,4.8,-1.7,0.8,2022-06-19
21614,83084,2022,6,20,3.1,-0.2,0.0,2022-06-20
21615,83084,2022,6,21,0.3,-0.1,13.0,2022-06-21
21616,83084,2022,6,22,1.3,-3.1,5.6,2022-06-22
21617,83084,2022,6,23,1.7,-1.1,11.0,2022-06-23
21618,83084,2022,6,24,1.3,0.6,9.2,2022-06-24
21619,83084,2022,6,25,-0.4,-2.1,11.4,2022-06-25
21620,83084,2022,6,26,-0.1,-2.1,0.4,2022-06-26
21621,83084,2022,6,27,4.0,-6.1,2.8,2022-06-27
21622,83084,2022,6,28,6.7,-5.7,3.8,2022-06-28
21623,83084,2022,6,29,1.8,-1.9,2.2,2022-06-29
21624,83084,2022,6,30,0.6,-2.1,0.0,2022-06-30
21625,83084,2022,7,1,-0.1,-3.3,2.8,2022-07-01
21626,83084,2022,7,2,0.7,-4.8,1.0,2022-07-02
21627,83084,2022,7,3,0.3,-3.8,1.8,2022-07-03
21628,83084,2022,7,4,-0.4,-4.0,0.6,2022-07-04
21629,83084,2022,7,5,7.5,-5.4,1.4,2022-07-05
21630,83084,2022,7,6,9.7,-1.5,0.0,2022-07-06
21631,83084,2022,7,7,-0.2,-4.0,0.0,2022-07-07
21632,83084,2022,7,8,-1.3,-3.8,0.0,2022-07-08
21633,83084,2022,7,9,-0.9,-3.7,1.8,2022-07-09
21634,83084,2022,7,10,0.0,-3.4,1.2,2022-07-10
21635,83084,2022,7,11,1.6,-3.8,4.8,2022-07-11
21636,83084,2022,7,12,-0.6,-2.3,0.0,2022-07-12
21637,83084,2022,7,13,-2.1,-5.6,1.6,2022-07-13
21638,83084,2022,7,14,1.5,-6.8,2.6,2022-07-14
21639,83084,2022,7,15,2.7,-6.0,1.6,2022-07-15
21640,83084,2022,7,16,-1.7,-4.5,0.0,2022-07-16
21641,83084,2022,7,17,-0.8,-3.5,0.0,2022-07-17
21642,83084,2022,7,18,-2.8,-6.2,0.0,2022-07-18
21643,83084,2022,7,19,-2.0,-6.7,0.0,2022-07-19
21644,83084,2022,7,20,0.9,-6.7,0.8,2022-07-20
21645,83084,2022,7,21,2.6,-3.9,9.0,2022-07-21
21646,83084,2022,7,22,5.9,-1.5,4.6,2022-07-22
21647,83084,2022,7,23,2.5,0.5,0.2,2022-07-23
21648,83084,2022,7,24,4.6,0.7,0.0,2022-07-24
21649,83084,2022,7,25,3.5,0.9,0.2,2022-07-25
21650,83084,2022,7,26,-0.9,-1.1,16.8,2022-07-26
21651,83084,2022,7,27,1.3,-4.7,5.6,2022-07-27
21652,83084,2022,7,28,-0.1,-1.5,8.2,2022-07-28
21653,83084,2022,7,29,-0.5,-5.7,5.4,2022-07-29
21654,83084,2022,7,30,-0.3,-5.9,2.4,2022-07-30
21655,83084,2022,7,31,0.0,-3.5,0.0,2022-07-31
21656,83084,2022,8,1,-0.9,-2.7,0.0,2022-08-01
21657,83084,2022,8,2,2.0,-3.3,0.0,2022-08-02
21658,83084,2022,8,3,6.4,-2.4,3.4,2022-08-03
21659,83084,2022,8,4,5.1,1.6,54.8,2022-08-04
21660,83084,2022,8,5,0.3,-0.2,27.4,2022-08-05
21661,83084,2022,8,6,-0.2,-2.4,11.2,2022-08-06
21662,83084,2022,8,7,0.0,-4.4,8.4,2022-08-07
21663,83084,2022,8,8,0.7,-3.4,10.2,2022-08-08
21664,83084,2022,8,9,0.0,-5.3,0.0,2022-08-09
21665,83084,2022,8,10,0.4,-4.2,0.2,2022-08-10
21666,83084,2022,8,11,0.0,-1.8,0.0,2022-08-11
21667,83084,2022,8,12,0.5,-0.8,1.0,2022-08-12
21668,83084,2022,8,13,1.5,-1.8,14.2,2022-08-13
21669,83084,2022,8,14,-0.4,-2.9,1.0,2022-08-14
21670,83084,2022,8,15,-1.1,-2.7,0.8,2022-08-15
21671,83084,2022,8,16,2.0,-2.2,0.0,2022-08-16
21672,83084,2022,8,17,4.6,-2.3,11.2,2022-08-17
21673,83084,2022,8,18,1.8,-1.3,9.0,2022-08-18
21674,83084,2022,8,19,0.3,-2.2,26.4,2022-08-19
21675,83084,2022,8,20,0.7,-2.4,11.6,2022-08-20
21676,83084,2022,8,21,0.0,-4.7,12.0,2022-08-21
21677,83084,2022,8,22,1.7,-3.3,0.0,2022-08-22
21678,83084,2022,8,23,-2.7,-4.8,20.6,2022-08-23
21679,83084,2022,8,24,0.0,-6.7,1.6,2022-08-24
21680,83084,2022,8,25,2.7,-3.0,8.8,2022-08-25
21681,83084,2022,8,26,6.2,-1.6,7.2,2022-08-26
21682,83084,2022,8,27,6.2,0.5,0.2,2022-08-27
21683,83084,2022,8,28,4.0,0.4,0.4,2022-08-28
21684,83084,2022,8,29,4.6,1.3,0.2,2022-08-29
21685,83084,2022,8,30,1.3,-2.1,29.4,2022-08-30
21686,83084,2022,8,31,4.7,-1.9,11.8,2022-08-31
21687,83084,2022,9,1,2.5,-0.1,0.0,2022-09-01
21688,83084,2022,9,2,0.5,-2.4,0.2,2022-09-02
21689,83084,2022,9,3,2.5,-6.4,0.0,2022-09-03
21690,83084,2022,9,4,6.8,-5.3,0.2,2022-09-04
21691,83084,2022,9,5,2.2,-3.1,0.4,2022-09-05
21692,83084,2022,9,6,3.9,-3.9,0.2,2022-09-06
21693,83084,2022,9,7,3.7,-0.8,0.2,2022-09-07
21694,83084,2022,9,8,4.3,0.3,5.6,2022-09-08
21695,83084,2022,9,9,2.9,2.0,27.2,2022-09-09
21696,83084,2022,9,10,3.6,-0.2,2.8,2022-09-10
21697,83084,2022,9,11,-0.5,-4.2,2.0,2022-09-11
21698,83084,2022,9,12,-0.1,-2.5,0.0,2022-09-12
21699,83084,2022,9,13,-0.6,-7.1,8.8,2022-09-13
21700,83084,2022,9,14,2.5,-5.5,0.2,2022-09-14
21701,83084,2022,9,15,3.5,-0.8,3.0,2022-09-15
21702,83084,2022,9,16,2.0,-0.2,10.6,2022-09-16
21703,83084,2022,9,17,-0.4,-2.2,17.6,2022-09-17
21704,83084,2022,9,18,-0.1,-2.2,0.0,2022-09-18
21705,83084,2022,9,19,0.6,-2.8,6.8,2022-09-19
21706,83084,2022,9,20,6.1,-3.0,13.4,2022-09-20
21707,83084,2022,9,21,6.7,0.1,2.8,2022-09-21
21708,83084,2022,9,22,8.0,3.7,0.0,2022-09-22
21968,83084,2023,6,9,-0.7,-1.0,27.4,2023-06-09
21969,83084,2023,6,10,-0.4,-2.6,2.0,2023-06-10
21970,83084,2023,6,11,3.5,-2.0,9.2,2023-06-11
21971,83084,2023,6,12,1.5,-1.4,5.2,2023-06-12
21972,83084,2023,6,13,1.6,-0.9,3.2,2023-06-13
21973,83084,2023,6,14,-0.1,-2.1,1.0,2023-06-14
21974,83084,2023,6,15,1.0,-2.6,0.0,2023-06-15
21975,83084,2023,6,16,1.1,-0.3,35.2,2023-06-16
21976,83084,2023,6,17,-0.1,-0.6,4.8,2023-06-17
21977,83084,2023,6,18,-1.8,-2.7,1.6,2023-06-18
21978,83084,2023,6,19,-2.9,-3.1,0.0,2023-06-19
21979,83084,2023,6,20,-0.3,-7.2,0.0,2023-06-20
21980,83084,2023,6,21,2.7,-5.6,4.2,2023-06-21
21981,83084,2023,6,22,0.3,-2.0,1.8,2023-06-22
21982,83084,2023,6,23,-0.9,-2.9,0.2,2023-06-23
21983,83084,2023,6,24,-0.7,-3.2,0.0,2023-06-24
21984,83084,2023,6,25,-0.9,-3.3,0.0,2023-06-25
21985,83084,2023,6,26,-0.2,-3.0,0.0,2023-06-26
21986,83084,2023,6,27,-0.4,-2.8,0.4,2023-06-27
21987,83084,2023,6,28,-0.4,-1.6,1.0,2023-06-28
21988,83084,2023,6,29,-1.2,-6.9,1.4,2023-06-29
21989,83084,2023,6,30,-0.1,-5.9,1.6,2023-06-30
21990,83084,2023,7,1,1.7,-1.6,3.2,2023-07-01
21991,83084,2023,7,2,6.9,-3.9,6.0,2023-07-02
21992,83084,2023,7,3,5.5,1.0,20.8,2023-07-03
21993,83084,2023,7,4,3.2,-0.1,1.0,2023-07-04
21994,83084,2023,7,5,2.5,0.1,34.4,2023-07-05
21995,83084,2023,7,6,-1.3,-2.7,1.8,2023-07-06
21996,83084,2023,7,7,-0.5,-2.5,0.0,2023-07-07
21997,83084,2023,7,8,-0.2,-3.3,0.0,2023-07-08
21998,83084,2023,7,9,0.7,-3.4,0.0,2023-07-09
21999,83084,2023,7,10,0.5,-1.2,23.0,2023-07-10
22000,83084,2023,7,11,4.9,-1.1,8.6,2023-07-11
22001,83084,2023,7,12,3.9,-1.1,11.6,2023-07-12
22002,83084,2023,7,13,1.7,-1.9,0.0,2023-07-13
22003,83084,2023,7,14,0.8,-1.5,0.4,2023-07-14
22004,83084,2023,7,15,3.5,-0.9,2.2,2023-07-15
22005,83084,2023,7,16,6.9,-0.2,0.0,2023-07-16
22006,83084,2023,7,17,4.2,1.2,0.0,2023-07-17
22007,83084,2023,7,18,-0.7,-1.7,0.2,2023-07-18
22008,83084,2023,7,19,3.7,-5.3,0.0,2023-07-19
22009,83084,2023,7,20,0.6,-3.0,0.4,2023-07-20
22010,83084,2023,7,21,1.2,-4.2,0.0,2023-07-21
22011,83084,2023,7,22,1.6,-4.7,3.0,2023-07-22
22012,83084,2023,7,23,1.4,-3.3,0.2,2023-07-23
22013,83084,2023,7,24,5.4,-2.7,0.2,2023-07-24
22014,83084,2023,7,25,8.8,-0.1,0.0,2023-07-25
22015,83084,2023,7,26,5.0,1.4,0.0,2023-07-26
22016,83084,2023,7,27,2.6,1.0,0.0,2023-07-27
22017,83084,2023,7,28,3.2,0.3,12.6,2023-07-28
22018,83084,2023,7,29,3.4,0.6,9.8,2023-07-29
22019,83084,2023,7,30,1.8,0.2,2.0,2023-07-30
22020,83084,2023,7,31,0.0,-1.5,2.2,2023-07-31
22021,83084,2023,8,1,5.1,-1.4,0.2,2023-08-01
22022,83084,2023,8,2,4.3,-0.6,1.8,2023-08-02
22023,83084,2023,8,3,4.9,1.5,0.0,2023-08-03
22024,83084,2023,8,4,3.8,1.8,1.2,2023-08-04
22025,83084,2023,8,5,5.7,-0.6,35.2,2023-08-05
22026,83084,2023,8,6,5.7,-1.9,0.0,2023-08-06
22027,83084,2023,8,7,5.5,-1.2,0.0,2023-08-07
22028,83084,2023,8,8,4.8,0.1,0.2,2023-08-08
22029,83084,2023,8,9,1.3,-1.1,0.0,2023-08-09
22030,83084,2023,8,10,3.2,-1.8,1.0,2023-08-10
22031,83084,2023,8,11,3.3,-2.7,5.4,2023-08-11
22032,83084,2023,8,12,-0.3,-2.5,0.0,2023-08-12
22033,83084,2023,8,13,1.5,-3.3,5.0,2023-08-13
22034,83084,2023,8,14,2.1,-2.9,1.6,2023-08-14
22035,83084,2023,8,15,2.3,-3.6,0.0,2023-08-15
22036,83084,2023,8,16,1.1,-3.1,1.2,2023-08-16
22037,83084,2023,8,17,4.0,-3.9,0.0,2023-08-17
22038,83084,2023,8,18,-1.1,-3.0,0.0,2023-08-18
22039,83084,2023,8,19,1.9,-5.1,5.8,2023-08-19
22040,83084,2023,8,20,5.8,-1.7,4.0,2023-08-20
22041,83084,2023,8,21,6.6,-0.8,0.0,2023-08-21
22042,83084,2023,8,22,3.9,2.6,12.0,2023-08-22
22043,83084,2023,8,23,3.8,-0.5,7.2,2023-08-23
22044,83084,2023,8,24,5.9,-0.5,0.0,2023-08-24
22045,83084,2023,8,25,6.9,0.2,0.0,2023-08-25
22046,83084,2023,8,26,6.9,0.8,0.0,2023-08-26
22047,83084,2023,8,27,6.4,2.0,0.0,2023-08-27
22048,83084,2023,8,28,5.1,1.2,7.0,2023-08-28
22049,83084,2023,8,29,7.9,1.9,1.6,2023-08-29
22050,83084,2023,8,30,3.3,1.4,11.6,2023-08-30
22051,83084,2023,8,31,4.9,-1.8,10.6,2023-08-31
22052,83084,2023,9,1,5.3,-3.0,0.6,2023-09-01
22053,83084,2023,9,2,8.7,-3.6,0.0,2023-09-02
22054,83084,2023,9,3,10.9,2.6,0.0,2023-09-03
22055,83084,2023,9,4,9.7,2.0,0.0,2023-09-04
22056,83084,2023,9,5,1.4,-1.8,6.8,2023-09-05
22057,83084,2023,9,6,5.3,-3.7,1.6,2023-09-06
22058,83084,2023,9,7,9.5,-1.2,1.4,2023-09-07
22059,83084,2023,9,8,-1.6,-4.0,20.4,2023-09-08
22060,83084,2023,9,9,-1.1,-6.8,0.0,2023-09-09
22061,83084,2023,9,10,2.8,-4.6,8.4,2023-09-10
22062,83084,2023,9,11,6.0,-2.8,3.8,2023-09-11
22063,83084,2023,9,12,8.1,2.1,0.0,2023-09-12
22064,83084,2023,9,13,14.3,2.2,0.2,2023-09-13
22065,83084,2023,9,14,16.2,6.6,0.0,2023-09-14
22066,83084,2023,9,15,12.0,6.1,0.0,2023-09-15
22067,83084,2023,9,16,10.4,4.5,0.0,2023-09-16
22068,83084,2023,9,17,12.0,4.6,0.0,2023-09-17
22069,83084,2023,9,18,14.3,6.5,0.0,2023-09-18
22070,83084,2023,9,19,15.3,10.3,0.0,2023-09-19
22071,83084,2023,9,20,3.9,2.6,0.0,2023-09-20
22072,83084,2023,9,21,4.8,-3.2,12.6,2023-09-21
22073,83084,2023,9,22,8.6,-4.5,0.6,2023-09-22
22334,83084,2024,6,9,5.8,-0.5,0.0,2024-06-09
22335,83084,2024,6,10,5.0,-3.7,0.2,2024-06-10
22336,83084,2024,6,11,0.7,-2.2,5.4,2024-06-11
22337,83084,2024,6,12,2.1,-1.8,39.0,2024-06-12
22338,83084,2024,6,13,4.4,-5.4,0.6,2024-06-13
22339,83084,2024,6,14,0.3,-3.7,0.0,2024-06-14
22340,83084,2024,6,15,-0.2,-2.2,0.6,2024-06-15
22341,83084,2024,6,16,-1.5,-5.3,2.0,2024-06-16
22342,83084,2024,6,17,-0.7,-4.5,0.8,2024-06-17
22343,83084,2024,6,18,1.9,-5.5,0.0,2024-06-18
22344,83084,2024,6,19,3.2,-4.3,0.0,2024-06-19
22345,83084,2024,6,20,2.8,-4.5,0.0,2024-06-20
22346,83084,2024,6,21,-0.6,-3.9,0.0,2024-06-21
22347,83084,2024,6,22,3.7,-5.1,0.8,2024-06-22
22348,83084,2024,6,23,4.8,-3.4,0.0,2024-06-23
22349,83084,2024,6,24,1.2,-2.1,0.0,2024-06-24
22350,83084,2024,6,25,0.8,-3.0,0.0,2024-06-25
22351,83084,2024,6,26,-0.4,-1.4,2.0,2024-06-26
22352,83084,2024,6,27,0.0,-1.7,13.2,2024-06-27
22353,83084,2024,6,28,0.4,-2.9,1.8,2024-06-28
22354,83084,2024,6,29,-0.1,-1.3,0.0,2024-06-29
22355,83084,2024,6,30,-3.0,-5.2,19.0,2024-06-30
22356,83084,2024,7,1,-1.8,-6.3,1.6,2024-07-01
22357,83084,2024,7,2,,-6.1,0.2,2024-07-02
22358,83084,2024,7,3,0.0,-4.3,,2024-07-03
22359,83084,2024,7,4,1.0,-2.5,0.6,2024-07-04
22360,83084,2024,7,5,6.8,-1.7,0.0,2024-07-05
22361,83084,2024,7,6,,-1.3,0.0,2024-07-06
22362,83084,2024,7,7,,,,2024-07-07
22363,83084,2024,7,8,,,,2024-07-08
22364,83084,2024,7,9,,0.9,,2024-07-09
22365,83084,2024,7,10,4.1,,,2024-07-10
22366,83084,2024,7,11,,-1.7,0.8,2024-07-11
22367,83084,2024,7,12,0.4,,,2024-07-12
22368,83084,2024,7,13,0.9,-3.9,0.6,2024-07-13
22369,83084,2024,7,14,-2.3,-5.4,0.0,2024-07-14
22370,83084,2024,7,15,0.3,-6.1,0.4,2024-07-15
22371,83084,2024,7,16,1.0,-4.4,13.0,2024-07-16
22372,83084,2024,7,17,,-3.2,8.4,2024-07-17
22373,83084,2024,7,18,-0.1,-5.1,,2024-07-18
22374,83084,2024,7,19,-1.0,-5.4,,2024-07-19
22375,83084,2024,7,20,,-4.2,21.2,2024-07-20
22376,83084,2024,7,21,,,,2024-07-21
22377,83084,2024,7,22,1.3,,,2024-07-22
22378,83084,2024,7,23,0.9,,,2024-07-23
22379,83084,2024,7,24,0.5,-1.8,0.0,2024-07-24
22380,83084,2024,7,25,0.9,-1.6,0.0,2024-07-25
22381,83084,2024,7,26,0.1,-3.4,18.0,2024-07-26
22382,83084,2024,7,27,,-2.4,0.0,2024-07-27
22383,83084,2024,7,28,,,,2024-07-28
22384,83084,2024,7,29,-0.6,,,2024-07-29
22385,83084,2024,7,30,2.6,,,2024-07-30
22386,83084,2024,7,31,6.2,-2.5,,2024-07-31
22387,83084,2024,8,1,5.0,-0.8,0.2,2024-08-01
22388,83084,2024,8,2,1.9,-2.7,0.0,2024-08-02
22389,83084,2024,8,3,,-2.1,0.0,2024-08-03
22390,83084,2024,8,4,,,,2024-08-04
22391,83084,2024,8,5,-0.2,,,2024-08-05
22392,83084,2024,8,6,0.6,-4.4,4.8,2024-08-06
22393,83084,2024,8,7,1.7,-1.8,0.0,2024-08-07
22394,83084,2024,8,8,2.1,-1.9,0.0,2024-08-08
22395,83084,2024,8,9,2.6,-0.9,0.0,2024-08-09
22396,83084,2024,8,10,,-0.7,0.0,2024-08-10
22397,83084,2024,8,11,,,,2024-08-11
22398,83084,2024,8,12,7.0,,,2024-08-12
22399,83084,2024,8,13,5.1,2.3,0.0,2024-08-13
22400,83084,2024,8,14,7.1,2.3,0.6,2024-08-14
22401,83084,2024,8,15,9.9,2.4,0.0,2024-08-15
22402,83084,2024,8,16,4.9,3.2,0.2,2024-08-16
22403,83084,2024,8,17,1.3,-0.6,14.4,2024-08-17
22404,83084,2024,8,18,,-0.5,,2024-08-18
22405,83084,2024,8,19,4.0,,,2024-08-19
22406,83084,2024,8,20,5.4,1.0,0.0,2024-08-20
22407,83084,2024,8,21,2.6,2.0,10.6,2024-08-21
22408,83084,2024,8,22,2.0,-0.3,17.4,2024-08-22
22409,83084,2024,8,23,4.3,-0.1,0.2,2024-08-23
22410,83084,2024,8,24,7.2,0.8,6.6,2024-08-24
22411,83084,2024,8,25,8.2,3.6,0.6,2024-08-25
22412,83084,2024,8,26,2.2,-0.4,34.8,2024-08-26
22413,83084,2024,8,27,3.8,0.5,1.8,2024-08-27
22414,83084,2024,8,28,1.1,0.9,1.2,2024-08-28
22415,83084,2024,8,29,2.1,-3.0,17.2,2024-08-29
22416,83084,2024,8,30,3.0,-1.9,7.4,2024-08-30
22417,83084,2024,8,31,2.1,-0.8,12.0,2024-08-31
22418,83084,2024,9,1,3.7,-0.5,12.0,2024-09-01
22419,83084,2024,9,2,-1.1,-3.6,4.2,2024-09-02
22420,83084,2024,9,3,6.1,-5.1,1.0,2024-09-03
22421,83084,2024,9,4,7.7,-1.2,1.2,2024-09-04
22422,83084,2024,9,5,8.6,2.2,0.2,2024-09-05
22423,83084,2024,9,6,9.1,4.4,0.0,2024-09-06
22424,83084,2024,9,7,6.3,0.2,21.0,2024-09-07
22425,83084,2024,9,8,1.9,-1.0,0.0,2024-09-08
22426,83084,2024,9,9,4.6,-0.6,6.2,2024-09-09
22427,83084,2024,9,10,10.9,-0.7,0.0,2024-09-10
22428,83084,2024,9,11,8.6,2.7,0.0,2024-09-11
22429,83084,2024,9,12,3.3,-0.6,16.0,2024-09-12
22430,83084,2024,9,13,9.6,-3.5,0.0,2024-09-13
22431,83084,2024,9,14,2.4,-0.4,0.0,2024-09-14
22432,83084,2024,9,15,1.2,-6.9,6.2,2024-09-15
22433,83084,2024,9,16,4.4,-5.9,0.0,2024-09-16
22434,83084,2024,9,17,5.3,-3.3,0.0,2024-09-17
22435,83084,2024,9,18,5.7,-1.9,0.2,2024-09-18
22436,83084,2024,9,19,0.6,-1.5,0.0,2024-09-19
22437,83084,2024,9,20,0.3,-3.4,2.0,2024-09-20
22438,83084,2024,9,21,1.0,-2.4,24.6,2024-09-21
22439,83084,2024,9,22,2.8,-1.2,10.8,2024-09-22
22699,83084,2025,6,9,-0.4,-3.9,5.4,2025-06-09
22700,83084,2025,6,10,-0.6,-2.8,,2025-06-10
22701,83084,2025,6,11,-0.3,-4.2,4.0,2025-06-11
22702,83084,2025,6,12,0.0,-3.8,0.2,2025-06-12
22703,83084,2025,6,13,0.8,-3.9,0.0,2025-06-13
22704,83084,2025,6,14,-0.1,-2.9,0.0,2025-06-14
22705,83084,2025,6,15,-0.8,-1.7,0.0,2025-06-15
22706,83084,2025,6,16,-1.5,-3.3,0.0,2025-06-16
22707,83084,2025,6,17,-1.0,-2.8,1.8,2025-06-17
22708,83084,2025,6,18,2.7,-5.8,1.8,2025-06-18
22709,83084,2025,6,19,4.6,-1.4,1.6,2025-06-19
22710,83084,2025,6,20,7.1,1.4,0.0,2025-06-20
22711,83084,2025,6,21,7.6,3.0,0.0,2025-06-21
22712,83084,2025,6,22,6.9,2.7,0.0,2025-06-22
22713,83084,2025,6,23,5.2,0.2,1.4,2025-06-23
22714,83084,2025,6,24,0.7,0.3,61.6,2025-06-24
22715,83084,2025,6,25,-2.9,-3.7,2.2,2025-06-25
22716,83084,2025,6,26,-1.2,-6.8,4.4,2025-06-26
22717,83084,2025,6,27,2.4,-4.8,2.0,2025-06-27
22718,83084,2025,6,28,1.7,-2.7,1.6,2025-06-28
22719,83084,2025,6,29,3.1,-4.4,0.0,2025-06-29
22720,83084,2025,6,30,-0.9,-2.7,0.0,2025-06-30
22721,83084,2025,7,1,1.0,-4.1,0.0,2025-07-01
22722,83084,2025,7,2,1.2,-2.4,4.4,2025-07-02
22723,83084,2025,7,3,1.0,-1.1,5.2,2025-07-03
22724,83084,2025,7,4,3.3,-1.4,0.4,2025-07-04
22725,83084,2025,7,5,3.9,-1.4,0.0,2025-07-05
22726,83084,2025,7,6,4.6,-0.7,0.0,2025-07-06
22727,83084,2025,7,7,6.8,-1.3,0.8,2025-07-07
22728,83084,2025,7,8,-0.1,-0.6,1.0,2025-07-08
22729,83084,2025,7,9,-1.9,-3.7,8.6,2025-07-09
22730,83084,2025,7,10,-1.2,-4.2,1.6,2025-07-10
22731,83084,2025,7,11,0.0,-3.9,7.8,2025-07-11
22732,83084,2025,7,12,-0.3,-5.8,9.8,2025-07-12
22733,83084,2025,7,13,-0.2,-5.1,0.0,2025-07-13
22734,83084,2025,7,14,-1.3,-4.7,8.8,2025-07-14
22735,83084,2025,7,15,-1.6,-4.1,4.0,2025-07-15
22736,83084,2025,7,16,-0.5,-4.2,1.2,2025-07-16
22737,83084,2025,7,17,-0.5,-2.2,3.4,2025-07-17
22738,83084,2025,7,18,1.4,-6.3,4.0,2025-07-18
22739,83084,2025,7,19,-1.9,-5.0,0.0,2025-07-19
22740,83084,2025,7,20,0.4,-3.4,0.6,2025-07-20
22741,83084,2025,7,21,3.6,-2.1,0.0,2025-07-21
22742,83084,2025,7,22,2.9,-0.6,3.4,2025-07-22
22743,83084,2025,7,23,-2.7,-3.8,22.6,2025-07-23
22744,83084,2025,7,24,-0.8,-4.7,2.0,2025-07-24
22745,83084,2025,7,25,4.5,-4.7,4.6,2025-07-25
22746,83084,2025,7,26,0.6,-2.9,3.2,2025-07-26
22747,83084,2025,7,27,-0.1,-0.8,38.4,2025-07-27
22748,83084,2025,7,28,0.0,-1.2,33.8,2025-07-28
24369,83085,2014,6,9,4.9,-3.6,1.0,2014-06-09
24370,83085,2014,6,10,6.4,-0.7,0.0,2014-06-10
24371,83085,2014,6,11,5.4,-0.6,0.2,2014-06-11
24372,83085,2014,6,12,2.7,-0.6,0.2,2014-06-12
24373,83085,2014,6,13,3.2,0.0,6.0,2014-06-13
24374,83085,2014,6,14,1.9,-0.1,26.0,2014-06-14
24375,83085,2014,6,15,-0.3,-2.4,8.6,2014-06-15
24376,83085,2014,6,16,-0.2,-3.3,1.0,2014-06-16
24377,83085,2014,6,17,4.4,-2.6,0.0,2014-06-17
24378,83085,2014,6,18,6.4,-1.2,0.0,2014-06-18
24379,83085,2014,6,19,3.3,1.5,0.2,2014-06-19
24380,83085,2014,6,20,0.5,-1.3,2.8,2014-06-20
24381,83085,2014,6,21,2.1,-1.4,5.4,2014-06-21
24382,83085,2014,6,22,4.5,-0.5,3.6,2014-06-22
24383,83085,2014,6,23,0.5,-1.1,,2014-06-23
24384,83085,2014,6,24,-2.0,-5.8,0.8,2014-06-24
24385,83085,2014,6,25,-0.2,-5.5,0.0,2014-06-25
24386,83085,2014,6,26,-0.2,-2.7,18.2,2014-06-26
24387,83085,2014,6,27,-0.2,-1.1,1.8,2014-06-27
24388,83085,2014,6,28,-2.2,-2.6,0.0,2014-06-28
24389,83085,2014,6,29,-2.0,-4.2,0.0,2014-06-29
24390,83085,2014,6,30,-2.4,-5.3,0.0,2014-06-30
24391,83085,2014,7,1,-0.6,-5.2,0.0,2014-07-01
24392,83085,2014,7,2,-0.3,-3.4,0.0,2014-07-02
24393,83085,2014,7,3,-0.7,-2.6,0.0,2014-07-03
24394,83085,2014,7,4,-1.6,-3.6,0.6,2014-07-04
24395,83085,2014,7,5,-0.9,-2.3,0.0,2014-07-05
24396,83085,2014,7,6,-0.4,-1.9,0.0,2014-07-06
24397,83085,2014,7,7,-0.5,-2.9,3.0,2014-07-07
24398,83085,2014,7,8,-1.9,-3.0,0.0,2014-07-08
24399,83085,2014,7,9,-3.0,-3.0,0.0,2014-07-09
24400,83085,2014,7,10,-1.4,-4.4,0.0,2014-07-10
24401,83085,2014,7,11,-1.3,-4.3,0.0,2014-07-11
